,positivo
3721,"Excelente ubicación, personal amable, limpio."
3722,¡todo!
3723,increíble ubicación y personal amable
3724,"ubicación ubicación ubicación. Me he alojado en este hotel muchas veces y, como siempre, el personal es cortés y amable. a menos de cinco minutos a pie de la estación de tren del norte y con una ubicación privilegiada cerca de muchos bares, restaurantes y del casco antiguo."
3725,ubicación.
3726,excelente ubicación. En esta plaza centro del pueblo el transporte más cercano. autobuses
3727,"El personal fue extremadamente amable y servicial. Ubicación perfecta. buen desayuno, habitaciones limpias y cómodas. Nos alojamos en el octavo piso con un balcón que daba a la plaza, ¡fantástico!"
3728,"Esta fue mi segunda visita a este maravilloso hotel en la hermosa Valencia y definitivamente regresaré el año que viene. No puedo creer que solo esté clasificado como un 2 estrellas, ¡me he alojado en peores 4 estrellas! Perfectamente ubicado en el centro de la ciudad, a poca distancia de todos los sitios históricos, museos, calles comerciales, numerosos bares y restaurantes y el maravilloso mercado central. También muy cerca de paradas de autobús para acceso al aeropuerto, playa y ciudad de las artes y ciencias. La zona de recepción es muy atractiva con un pequeño bar y taquillas para equipaje muy útiles. Personal encantador y amable, con un agradecimiento especial a Joaquín por su amabilidad y paciencia. Mi habitación superior era muy espaciosa, estaba impecablemente limpia y hermosamente decorada, con un baño grande y una gran ducha. tenía todas las comodidades para una estancia confortable, incluyendo una zona de estar, nevera, caja fuerte, microondas, menaje para preparar té y café, una televisión grande y una cama enorme y cómoda. Lo mejor de todo es una enorme terraza en la azotea con vistas a los tejados y vista parcial a la plaza."
3729,"ubicación increíble! Hermosas vistas tu suerte de tener una habitación con vista a la plaza. Tuvimos la suerte de tener su habitación cuádruple superior con la habitación 704 con balcón envolvente. Era una habitación estupenda y con espacio suficiente para nosotros cuatro, padres y dos hijos adultos. Las vistas desde nuestra habitación dicen ¡basta!"
3730,"excelente ubicación, muchas comodidades, casilleros para guardar equipaje, bebidas para llevar a precios razonables, estación de trabajo, bar, aire acondicionado, servicio de limpieza diario, refrigerador, microondas y servicio de café en la habitación, balcón, artículos de tocador, personal amable y servicial, muy limpio, bonita decoración moderna."
3731,"ubicación, limpieza"
3732,"Todo fue fantástico, no puedo calificar este hotel lo suficientemente alto, lo recomiendo totalmente. Ubicación fantástica y tranquila para dormir, cerca de todos los sitios principales y se puede tomar el autobús directamente afuera del hotel hasta la playa, no. 32. personal muy servicial, gran selección en el desayuno. La habitación era de un tamaño muy generoso y estaba muy limpia. aire acondicionado muy efectivo. nevera y microondas y caja fuerte. la ropa de cama se cambia a diario. No dejes que las 2 estrellas te desanimen, ¡mejor que algunas de 5 estrellas en las que nos hemos alojado!"
3733,Qué hermosa habitación grande con vistas a la plaza. bien equipada con un servicio de limpieza muy eficiente y servicial. buen desayuno. personal muy amable. Definitivamente me quedaría de nuevo.
3734,Este hotel está en un hermoso edificio en una ubicación fantástica. todo está a poca distancia. Teníamos una preciosa habitación en la esquina con una preciosa vista de la plaza de abajo. El personal fue muy servicial a la hora de recomendar restaurantes y reservar entradas. Definitivamente regresaríamos a este hotel si estuviéramos en Valencia nuevamente.
3735,ubicación
3736,"limpio, brillante,"
3737,"La habitación era grande, un gran balcón y el aire acondicionado funcionaba bien."
3738,"Disfruté de la ubicación, las habitaciones limpias y espaciosas, las sábanas frescas y las comodidades en el vestíbulo que eran convenientes, como computadoras, agua, refrigerios, bebidas, un baño y casilleros para equipaje."
3739,"Ubicación fabulosa, personal encantador y servicial, habitaciones bonitas y limpias con buenas instalaciones, buena variedad en el desayuno."
3740,"Ubicación céntrica, muy tranquila a pesar de estar en una de las zonas más transitadas de Valencia. El hotel estaba impecablemente limpio, la habitación era perfecta para 2 personas. cama grande y cómoda, preciosas vistas desde el balcón. Excelente relación calidad-precio, ¿no sé por qué solo tiene 2 estrellas?"
3741,La ubicación no puede ser mejor. muy limpio. Lockers para guardar el equipaje después del check out. El personal de recepción muy amable. Definitivamente regresaré
3742,Excelente ubicación muy fácil de encontrar. vista sobre la plaza. El personal fue muy servicial.
3743,"encantador hotel bien ubicado. La habitación estaba decorada en blanco, lo que le daba una agradable sensación de amplitud."
3744,"No se deje engañar por la clasificación de dos estrellas, en realidad es más bien un hotel de 3 a 4 estrellas y está en una ubicación perfecta, justo en el centro de la ciudad, en una de las mejores plazas. Esta vez teníamos una habitación interna que daba al patio interno, sin embargo, nos encantó porque era enorme y muy tranquila para que pudieras dormir bien por la noche."
3745,"bocadillos gratis, decoración elegante, cama cómoda, ¡pudimos registrarnos temprano! Se merecen una calificación de 3 o 4 estrellas."
3746,"excelente ubicación, bonitas habitaciones."
3747,"Ubicación muy céntrica en el centro de la ciudad, a pie de la estación de tren. cerca de parada de autobús. Habitación y baño de tamaño razonable. La habitación tiene ventilador. unos 5 canales de televisión en inglés disponibles."
3748,"excelente ubicación. Habitaciones amplias y luminosas, cama cómoda y baño bonito, moderno y limpio."
3749,"Ubicación perfecta, excelente personal y balcón con vista a la plaza."
3750,"ubicación, personal, limpieza.."
3751,"la ubicación era fuera de este mundo: nuestras ventanas daban directamente a la fuente de la plaza del ayuntamiento. pasear con todo lo que había cerca fue refrescante, desde el casco antiguo hasta la costa y desde los jardines del turia hasta el barrio de sant fransesc. El personal del hotel fue muy amable y solidario con Juan Pinar específicamente."
3752,"Nos lo pasamos de maravilla en Venecia Plaza Centro. Nos alojamos en una habitación superior y era muy espaciosa, hermosa y tenía todo lo que necesitábamos. Miré toda la plaza y fue simplemente perfecto."
3753,ubicación
3754,"Excelente ubicación, el personal era muy amable y servicial y las habitaciones eran preciosas."
3755,todo
3756,"Todo, la ubicación era perfecta y el personal fue muy servicial. la consigna de equipaje era muy conveniente"
3757,"excelente ubicación. personal muy servicial. El desayuno era variado, abundante y delicioso."
3758,la ubicación es fantástica. muy céntrico y cerca de todo. El personal de recepción fue muy amable y servicial.
3759,"Hermoso hotel, habitación increíble con una vista perfecta del centro. personal agradable. Solo funcionaba 1 ascensor, pero mencionaron que estaban trabajando en él, no fue su culpa:"
3760,"Excelente ubicación en el centro de la ciudad y a poca distancia de prácticamente todo, incluida la catedral. Habitación más pequeña, pero baño decente y de buen tamaño. muy limpio!"
3761,"La ubicación es perfecta, con habitaciones limpias y acogedoras que ofrecen una vista adorable de la plaza. El desayuno incluye una gran selección de bollería y aderezos para tostadas de salmón, guacamole, etc. a un precio razonable. No esperábamos tener una caja fuerte en nuestra habitación, ya que es un hotel de 2 estrellas, pero había una y ¡fue una gran sorpresa! El personal de recepción fue amable y dispuesto a ayudar con cualquier pregunta."
3762,"La ubicación era perfecta, el hotel estaba muy limpio y el personal era increíble y muy servicial. Tenía una habitación con balcón y vistas a la plaza principal era perfecta. Definitivamente recomiendo este hotel para una estancia en valencia."
3763,"la ubicación es inmejorable. Flavia en recepción es un placer, te explica todo. Las habitaciones están impecablemente limpias, con pequeños balcones encantadores y camas y almohadas muy cómodas."
3764,"Excelente ubicación, a menos de cinco minutos a pie de la línea de tren del aeropuerto. A poca distancia a pie del casco antiguo, cafeterías y lugares de interés. Teníamos un pequeño balcón con una vista espectacular de la plaza. Nuestra habitación era luminosa y estaba muy limpia, y con un hervidor de agua. Definitivamente nos hospedaríamos aquí de nuevo."
3765,"la ubicación. el personal. la limpieza de las habitaciones... todo era magnífico, especialmente el personal."
3766,¡Mi hotel favorito en Valencia! la ubicación es inmejorable! ¡La limpieza es 300! ¡El hotel huele divinamente! el personal es de lo más amable y servicial. las habitaciones son hermosas! comodidad absoluta!
3767,"Excelente ubicación, muy bonita habitación y muy buen desayuno."
3768,"La habitación estaba súper limpia, muy luminosa, espaciosa y cómoda. El personal hizo todo lo posible para satisfacer nuestra necesidad de una habitación con dos camas separadas. El hotel es precioso y está en una ubicación absolutamente perfecta para una primera visita a Valencia. ¡Qué maravillosa estancia! gracias."
3769,"Tuvimos una estancia de lo más agradable en esta hermosa ciudad. el hotel está situado para caminar a sitios históricos y hacer compras. Gran variedad de restaurantes, bares y cafeterías cercanas."
3770,"el hotel cumplió todas nuestras expectativas. la habitación estaba extremadamente limpia, el personal era muy educado y la vista de la plaza principal era fantástica. Aunque no lo solicitamos, recibimos limpieza diaria de la habitación. el desayuno fue perfecto. Hubo un pequeño malentendido durante el proceso de reserva, pero el personal fue muy servicial e hizo todo lo posible para solucionarlo. un gran cumplido para ellos."
