,comentario_general
6233,semana de vacaciones en valencia
6235,excepcional
6236,vacaciones españolas
6238,¡excelente!
6240,hermosa estructura en el centro
6241,¡dirección perfecta para una estancia agradable en pleno centro de la ciudad!
6244,excepcional
6245,ubicación perfecta!
6246,hotel estratégico
6248,excepcional
6249,vista superior
6250,Bonito hotel en una ubicación privilegiada.
6251,muy linda experiencia
6253,estancia muy agradable con excelente alojamiento
6254,estancia agradable en un bonito hotel urbano en el centro de valencia
6255,quedarse en valencia
6256,simplemente genial! todo es accesible a pie. Los principales monumentos están muy cerca a pie.
6257,excepcional
6259,excepcional
6261,magnífico hotel
6262,"bolso: belleza, hospitalidad, amabilidad."
6264,perfecto para turistas que visitan la ciudad por poco tiempo. todo lo que hay que ver está cerca
6265,excepcional
6267,excepcional
6268,"Atropello y fuga por una noche, difícil de evaluar, pero durante el corto tiempo que estuve allí, ¡todo estuvo bien!"
6269,excepcional
6270,Fue impresionante y loco. ¡recomendado!
6271,hotel ideal para visitar valencia
6272,"vale más de 2 estrellas, muy bonito y bien ubicado!"
6273,¡Una mejora de mi fin de semana en Valencia!
6275,estancia muy agradable en valencia
6276,Excelente hotel con una ubicación muy central.
6277,excepcional
6278,hotel verdaderamente excelente desde todos los puntos de vista
6279,"Recomiendo la estructura, para mí no puede ser un dos estrellas... faltan algunas"
6280,mejor hacer
6282,excepcional
6284,hermosa valencia
6285,fue una estancia agradable.
6286,central - cerca de todo
6288,magnífico
6289,hotel perfecto para unas vacaciones en la ciudad
6290,excepcional
6291,Muy buen hotel idealmente ubicado.
6293,"muy céntrico, buen hotel"
6294,Hermoso
6295,hotel compatible. muy buen lugar para alojarse en valencia pulgar hacia arriba
6296,buena elección. repetiría
6298,"Excelente hotel, céntrico, seguro y limpio. Genial para un viaje a la ciudad."
6299,"El hotel está en una ubicación excelente y muy bien cuidado, la habitación limpia y cómoda."
6300,"Todo estuvo genial, nos encantaría volver."
6301,valencia top!
6302,"Bonito hotel en una ubicación perfecta en el casco antiguo, buenas camas."
6303,corta estancia en valencia
6304,disfruta de una hermosa ciudad en un maravilloso hotel
6305,gran hotel fantástica ubicación
6306,excepcional
6308,lo recomiendo 100
6309,excepcional
6310,excepcional
6311,gran hotel - ubicación central
6312,fácil desde el centro de la ciudad y relajante al mismo tiempo.
6313,"Muy recomendable. Ubicación céntrica, limpia y con bonitas vistas."
6314,gran elección de hotel
6315,estancia fantástica!
6316,excepcional
6318,excepcional
6319,especial
6320,muy buen hotel en una buena ubicación
6321,excepcional
6322,perfecto para una estancia en valencia.
6324,¡arriba!
6325,¡Me encantaría volver!
6326,excepcional
6327,excepcional
6328,"Ubicado en el centro, a poca distancia de varias tiendas, restaurantes y lugares de interés."
6329,¡Vuelvo enseguida!
6330,Fueron unas estupendas vacaciones cortas en un hotel muy bonito.
6331,excepcional
6332,Bonito hotel en una excelente ubicación.
6333,gran hotel en una ubicación perfecta
6334,Precioso hotel en el corazón de Valencia.
6335,"excelente sorpresa, estructura en el centro. Lo encontré muy bien para un viaje con mi esposa y dos hijos."
6336,excepcional
6337,¡Perfecto!
6338,¡¡recomendado!!
6339,hotel perfecto para un viaje a la ciudad
6341,perfecto para el viaje de fin de semana.
6342,una estancia perfecta: habitación hecha cada mañana y cambio de toallas a diario. tuvimos un pequeño problema
6343,excepcional
6344,perfecto para volver
6345,
6346,maravillosa estancia en el centro de valencia
6347,súper hotel.
6348,valencia ma ville de c ur
6349,arriba
6351,hermoso hotel
6353,excepcional
6354,estancia muy agradable y totalmente equipada
6355,encuentra el perfecto.
6356,¡fantástico!
6357,súper amenaza
6358,excepcional
6359,disfruté mucho
6360,excepcional
6361,excepcional
6362,¡¡¡Pasamos un gran fin de semana con nuestra familia!!!
6363,mejor hotel en la mejor ubicación
6364,excepcional
6365,"Apreciamos especialmente los servicios adicionales, como la disponibilidad de sombrillas y un"
6366,excepcional
6367,excepcional
6368,Hotel perfecto para un viaje a la ciudad de Valencia.
6369,inolvidable
6370,muy bonito y agradable
6371,"Después de la primera noche, todo ok, recomendable."
6372,excepcional
6373,Bonito hotel céntrico.
6374,excepcional
6375,localiza el excelente
6377,¡fantástico!
6378,"Excelente ubicación, buen servicio y habitaciones limpias, lo recomiendo ampliamente."
6379,hermoso hotel en una ubicación privilegiada
6380,en el corazón de valencia
6381,positivo.
6382,gran alojamiento con una excelente ubicación
6383,muy satisfecho con nuestra elección.
6385,fantástico hotel céntrico de la ciudad
6386,maravillosamente recomendado!
6387,excelente
6388,un hotel muy bonito
6389,excepcional
6390,hermosa estancia
6391,tranquilidad y centralidad
6392,¡excelente!
6393,¡Lo recomiendo!
6395,encuentra lo fantástico. Recomiendo.
6397,Perfecto
6398,excepcional
6399,"¡Estoy deseando volver a Valencia, una ciudad maravillosa y este lugar es un 11 sobre 10!"
6400,ideal para viajes de fin de semana
6401,excepcional
6402,ubicación excepcional justo en el centro!!!!!
6403,"céntrico, limpio."
6405,alojamiento perfecto para hacer turismo
6406,yo regresaría
6407,muy agradable
6409,"Excelente ubicación, limpio y cómodo: ¡muy recomendable!"
6410,Hice la elección correcta de hotel.
6411,ubicación privilegiada! Hotel bonito y limpio con buen servicio y gran desayuno.
6412,gracias a la posición del establecimiento pudimos visitar la ciudad cómodamente
6414,excepcional
6415,fabuloso
6416,excepcional
6417,Hotel muy bonito en una ubicación perfecta.
6418,buen hotel
6419,hotel relajado en el centro!
6420,¡arriba!
6421,muy céntrico. Volveríamos a reservar el hotel.
6422,¡Con mucho gusto otra vez!
6423,"Excelente ubicación y un gran hotel, lo recomiendo."
6424,ciudad muy hermosa y ubicación ideal del hotel
6426,agradable sorpresa en valencia
6427,estancia perfecta en lista perfecta
6428,parfait
6430,fantástico
6432,Excelente relación calidad-precio y la ubicación más céntrica de Valencia.
6433,excepcional
6434,una estancia inolvidable en valencia
6435,Excelente estancia y ubicación para una maravillosa mitad de semana en Valencia.
6436,excelente
6438,excepcional
6439,excepcional
6440,excepcional
6441,gran hotel en una buena ubicación
6444,excepcional
6446,"Muy recomendable, bonito y en una ubicación privilegiada."
6449,Delicioso
6450,excepcional
6451,buen viaje a la ciudad
6453,inolvidable sería demasiado abreviado. maravilloso
6454,excepcional
6455,estancia superior
6456,excepcional
6458,muy recomendado
6460,hotel muy limpio y muy bonito; camas muy cómodas; ubicación excepcional
6462,estancia absolutamente agradable :-
6463,estructura recomendada!!
6464,excepcional
6465,excepcional
6466,perfecto
6468,excepcional
6469,¡excepcional!
6472,¡¡maravilloso!! todo arriba!
6473,Estructura con una excelente ubicación y equipada con todas las comodidades necesarias para disfrutar de unas vacaciones.
6474,fantástico fin de semana
6475,valencia super!
6476,experiencia para repetir!
6478,¡excelente!
6481,muy céntrico a buen precio!
6482,Excelente relación calidad-precio si la ausencia de luz natural no te molesta
6483,muy recomendable en todos los sentidos
6484,¡Disfruté de la ciudad desde un súper hotel!
6486,¡perfecto! buena relacion precio y calidad
6487,excepcional
6488,excelente disponibilidad
6489,un excelente bromista
6490,gran estancia llena de recuerdos
6491,excepcional
6492,gran hotel en una ubicación fantástica
6493,arriba.
6495,excelente ubicación en una ubicación central
6496,perfecto
6497,preciosa y tranquila habitación en pleno centro de valencia
6499,excepcional
6501,", ,"
6502,excelente desde todos los puntos de vista
6504,excepcional
6505,muy recomendado
6506,¡¡¡Hay que probarlo!!!
6507,excepcional
6508,¡fantástico! recomendado
6509,excepcional
6510,Disfruté de este hotel con un delicioso desayuno.
6512,excepcional
6514,excelente hotel en el centro
6515,¡Estancia relajante en un acogedor hotel en Valencia!
6516,gran estancia
6519,arriba
6520,gran fin de semana en valencia
6522,Se lo recomiendo a todos
6523,excepcional
6524,excepcional
6525,genial para un fin de semana
6526,gran estancia!!!!
6527,hotel por encima de las expectativas
6528,buen hotel urbano
6529,excepcional
6530,¡Ubicado en el centro de Valencia! perfecto para un viaje a la ciudad.
6531,excelente estancia. Me alojaría de nuevo!!!
6532,hotel perfecto para un viaje corto
6534,excepcional
6535,Perfecto
6537,gran elección en valencia
6538,estancia de 5 estrellas
6539,maravilloso viaje a la ciudad
6540,muy lindo
6541,punto de partida ideal para un viaje a la ciudad
6542,hotel encantador!
6544,excepcional
6545,excepcional
6549,"hotel de primera, muy céntrico"
6552,excepcional
6553,excepcional
6554,súper !
6555,estupendo
6557,estancia fantástica!!
6558,"excelente ubicación, hotel encantador"
6559,"estancia agradable en un hermoso hotel, excelente ubicación. personal muy agradable y servicial. desayuno por la mañana."
6560,Ubicación muy central y habitación amplia.
6561,excepcional
6563,"increíble, lo recomiendo"
6564,excepcional
6565,¡¡Es un lugar al que me encantaría volver!!
6566,excepcional
6567,tener la impresión de estar de vacaciones cuando estábamos en un viaje de negocios
6568,"en coche es complicado encontrarlo, hay que preguntar cuando el navegador te dice: has llegado, pero ni siquiera el hotel"
6569,excepcional
6571,estancia que superó las expectativas!
6572,extra
6573,excepcional
6574,hotel situado en una posición excepcional para cualquier viaje con habitaciones muy amplias y una limpieza nunca antes vista
6575,excepcional
6576,excepcional
6577,permanecer
6578,excepcional
6580,tuvimos una gran estancia
6581,excepcional
6582,Lugar ideal para visitar Valencia. No hay nada más céntrico que este.
6583,excepcional
6584,excepcional
6585,gran hotel - gran precio
6586,El mejor hotel definitivamente recomendado.
6587,Precioso fin de semana en la preciosa Valencia.
6588,"Excelente ubicación, habitaciones limpias con espacio suficiente tanto en el baño como para la ropa. excelente relación calidad/precio"
6589,valencia maravillosa ciudad
6590,excepcional
6591,hermoso hotel en una excelente ubicación
6593,una ciudad extraordinaria.
6594,clase primera
6595,perfecto
6597,excelente experiencia
6598,"fantástico, muy recomendado"
6599,"Nos gustó todo, volvería felizmente, muy recomendable especialmente por la ubicación."
6602,Perfecto
6604,El hotel era genial y la ubicación también. Puedo recomendar este hotel a todo el mundo.
6605,excelente para visitar la ciudad en el centro y cerca del metro
6606,Increíble y hermoso corazón rojo.
6607,hola valencia
6608,estancia muy agradable y mucho que visitar
6609,genial. relación calidad-precio inmejorable
6611,excelente hotel en una excelente ubicación
6613,unas buenas vacaciones
6614,La mejor opción de hotel para explorar Valencia
6615,"A pesar de perderse el té, fue otra estancia estupenda."
6616,gran estancia en valencia
6617,maravilloso
6618,Fantástico
6619,"hotel ubicado en el centro, conveniente para quienes se hospedan solos, hermosa habitación con todos los servicios"
6620,volvería
6623,"stupendo, tutto perfetto cara sonriendo con ojos de corazón"
6624,excepcional
6625,¡en la cima!
6626,"excelente hotel lo recomiendo. cerca del metro, en el centro, personal amable"
6627,una estancia maravillosa
6628,Si quieres una gran estancia
6629,"hotel súper recomendado. habitación cuádruple con vistas a la plaza principal de Valencia, personal super servicial"
6630,excepcional
6631,excepcional
6632,prima
6633,excelente situación. precio razonable habitación interior.
6635,Mimados en Valencia
6636,una palabra: perfecto!!
6637,excelente elección
6640,"Ubicación ideal, habitaciones amplias."
6641,excepcional
6643,Visité la ciudad en 2 días y la ubicación del hotel es estratégica.
6645,muy recomendado
6646,estancia perfecta
6648,excepcional
6649,Valencia es una ciudad preciosa y el hotel tenía una muy buena ubicación.
6650,fantástico
6652,Es la segunda vez que voy a Valencia y siempre he elegido este establecimiento. Siempre cumple con todas mis expectativas.
6653,muy limpio
6655,absolutamente perfecto!
6656,excepcional
6657,absolutamente fabuloso
6658,"Definitivamente recomendaría el hotel, el personal fue amable y servicial. el hotel está ubicado en el centro de diana, si vuelvo en el futuro lo haré uva ov"
6659,excelente estancia
6661,"Muy buena relación precio-rendimiento, ubicación muy central. genial para un viaje a la ciudad."
6663,Todo bien
6664,Fantástico
6665,excepcional
6667,"un lugar fantástico, no podrías imaginar una mejor ubicación"
6668,excepcional
6669,buen costo beneficio
6671,¡Recomiendo este hotel a todo el mundo!
6672,excepcional
6674,muy buen momento y hotel bien ubicado
6675,¡¡¡Fantástico!!!
6677,"Céntrico, tranquilo, limpio, cómodo, recomendado."
6680,hotel superior
6681,Yo lo recomendaría
6682,estancia perfecta en el corazón del casco antiguo
6684,excepcional
6685,Excelente ubicación y muy buen hotel.
6686,excepcional
6688,Perfecto.
6690,maravillosa vista!
6691,tres bien
6692,muy buen hotel
6693,excepcional
6694,genial 10
6695,estupendo
6697,excelente !
6698,todo perfecto! nos lo pasamos genial
6699,gran lugar!!
6700,excepcional
6701,Fantástica estancia con muy buena relación calidad-precio.
6702,excepcional
6703,", , ,"
6704,¡maravilloso!
6705,agradable sorpresa en el corazón de valencia
6706,Recomendado para estancia corta y por su ubicación para visitar la ciudad.
6707,súper
6708,excepcional
6709,excepcional
6710,"perfectamente ubicado, limpio amigable"
6711,limpieza centralizada. ¡una y otra vez!
6712,"excelente ubicación, excelente desayuno"
6713,hotel muy bonito
6714,excepcional
6716,gran hotel en una ubicación fantástica
6717,bonito hotel en excelente ubicación
6718,excepcional
6721,fin de semana en valencia
6722,perfecta ubicación en el centro
6723,fin de semana en valencia
6724,excepcional
6725,unas horas en valencia
