,negativo
4684,"Durante el corte de energía tuvimos que subir escaleras, pisos muy altos, ¡un generador podría haber ayudado!"
4687,nada
4689,"Nada especial, los ascensores estaban abarrotados durante las horas de la mañana."
4690,Dos ascensores no funcionaban. Tomó algún tiempo en tiempos ocupados.
4691,La cama era grande pero extrañamente extraña para moverse. No estoy seguro si fue por el protector del colchón.
4692,¡nada!
4693,"el wifi era completamente poco confiable y nadie en mi grupo de viaje podía conectarse o mantener una conexión estable. Nos quedamos sin acceso a Internet durante toda nuestra estancia. Además, observamos que varios otros invitados estaban experimentando problemas similares, lo que solo aumentó la frustración colectiva. Otro inconveniente fue el pequeño ascensor que funcionaba, con una capacidad máxima de cuatro personas. Esto fue particularmente frustrante para nosotros, ya que estábamos en uno de los pisos más altos."
4694,no se me ocurre nada
4695,Sentí que el personal a mi llegada podría haber sido más acogedor.
4697,Los azulejos de las paredes del baño necesitan una limpieza mejor y regular y no es necesario reponer el pequeño kit de tocador después de su uso durante la estadía.
4698,nuestra habitación era bastante pequeña. Podía escuchar ruido desde la otra habitación.
4699,Ruido matinal realizado por el personal de limpieza en los pasillos que se escucha en la habitación. la cama es demasiado blanda.
4700,no puedo pensar en ninguno
4701,camas demasiado blandas. Ruido matutino hecho por el personal de limpieza en el pasillo frente a las habitaciones.
4702,bajo construcción
4703,nothing. everything was great cara sonriendo con ojos grandes
4705,la habitación tenía forma de l interesante
4706,el personal podría haber actuado un poco más amable y abierto; parecían un poco molestos por trabajar.
4707,A los pasillos les vendría bien refrescarse.
4708,pulgar hacia abajo el olor de los productos de limpieza era demasiado fuerte y persistente
4710,"Habitación pequeña, por el precio, desayuno pobre."
4711,todo está bien
4713,la habitación era pequeña y mal ventilada
4714,habitación muy pequeña y precio alto
4715,"la ducha era extremadamente resbaladiza y difícil de manejar, y la ropa de cama, aunque nueva, era de tan mala calidad que chirriaba toda la noche cada vez que nos movíamos y nos despertábamos."
4716,nada
4717,El servicio de habitaciones seguía llamando a la puerta incluso cuando estábamos allí.
4719,"El cable del hervidor es demasiado corto para su uso, ¡puede considerarse peligroso!"
4720,las almohadas en la habitación
4721,"La instalación de la puerta de la ducha a veces permitía que el agua se filtrara al piso, sin importar cuán cuidadosos fuéramos."
4722,"Pedimos habitación en el piso inferior, pero no respondimos."
4723,la ducha goteaba en el fondo
4724,La unidad de aire acondicionado del balcón ocupaba un valioso espacio. Es difícil para 2 quedarse ahí
4725,"Reservé una habitación con balcón, pero sorprendentemente había una gran máquina de aire acondicionado atornillada que ocupaba la mayor parte del espacio y era imposible sentarse en el balcón. esto no fue mencionado de antemano."
4726,habitación un poco pequeña
4727,No hay ventana exterior en nuestra habitación.
4729,"Las camas y las almohadas podrían ser más cómodas, pero eso es una preferencia personal."
4730,"nuestra habitación era demasiado pequeña. Teníamos una cuna y un cochecito en la habitación, espacio para moverse. Algunas hormigas encontraron su camino desde el balcón, supongo, hasta el baño de la habitación. Uno de los dos ascensores estuvo averiado durante toda la semana: largas esperas, especialmente por la mañana."
4731,Aire acondicionado muy débil para el verano español.
4733,La habitación era un poco estrecha y la cama doble pequeña.
4734,los ascensores.
4737,nada
4738,"Como se mencionó, se podía escuchar algo de ruido en nuestra habitación desde el restaurante afuera y de los músicos. estos se detuvieron antes de la medianoche todas las noches, aunque creo que alrededor de las 11. puramente subjetivo, pero la cama era demasiado blanda para mi esposa y para mí. Cada vez que me movía todo se tambaleaba y eso la molestaba un poco. No fue un factor decisivo y al final nos acostumbramos. Si te gusta una cama blanda, puede que no sea un problema."
4739,"el aire acondicionado no puede bajar de 24 ° C en verano, hay un ventilador de techo pero no hace mucho para enfriar la habitación. tv also set to volume limit."
4741,"Las instalaciones para té y café eran deficientes, no había leche y una nota decía que tendríamos que pagar por más bolsitas de café. Sin embargo, es posible que hayamos entendido mal esto ya que la criada reponía ambos cada día. La vista era inexistente, llamarlo patio interno es exagerar la verdad. Habría pagado más por la vista de la plaza si hubiera sabido lo terrible que era la vista desde 430."
4743,nada
4747,habitación muy pequeña.
4748,"El aire acondicionado soplaba sobre la cama, por lo que no podía usarlo por la noche."
4750,todo estuvo bien.
4752,"Las paredes son un poco delgadas y cuando la gente habla en sus habitaciones se puede escuchar el ruido. Lo mismo ocurre en los pasillos. Eso no fue un problema durante la semana para nuestra estadía de 7 días, pero el fin de semana los huéspedes que se hospedaron fueron ruidosos."
4754,"Teníamos una habitación en la esquina sin vistas desde las ventanas. Además, la televisión sobresalía de la pared de tal manera que si eres alto te golpeas la cabeza si no prestas atención."
4755,La habitación estaba oscura pero en general estaba bien.
4756,nada que no me guste
4757,Mucho ruido por la mañana debido al servicio de limpieza.
4758,habitación pequeña
4759,nada
4760,No había una ventana adecuada en la habitación que daba a un patio.
4762,la habitación era muy pequeña
4763,No hay leche en la habitación para beber con el té y el café.
4764,La sala económica es pequeña. el mayor problema es que le falta luz natural
4766,Me hubiera gustado una habitación con vistas.
4767,habitación un poco estrecha
4768,En el horario del desayuno no pude disfrutarlo tanto como pude porque el servicio empieza a las 7:30 y los fines de semana incluso más tarde.
4769,"Habitación pequeña, no recibía botellas de agua nuevas cada día."
4770,Está en una zona peatonal y en un aparcamiento público a 5 minutos a pie por 16 € por noche.
4771,"Ruido procedente de la rehabilitación de obras en curso en el piso superior. Ruido de ventanas ruidoso de la calle, pero también del viento. malas elecciones de alimentos en el desayuno"
4774,Ascensores demasiado pequeños para el tamaño del hotel. La oferta de desayuno podría mejorarse.
4775,"Realmente no hubo nada que no nos gustara, lo único que se me ocurrió fue un pequeño ruido de perforación cuando llegamos, pero no estaba allí cuando regresamos esa noche."
4776,Gente ruidosa en el pasillo durante la noche.
4777,cama del tamaño de la habitación
4778,"La ubicación de nuestra habitación estaba justo al lado del ascensor y de la barra de desayuno, había bastante ruido por la mañana. pero nada importante en absoluto. En general, una estancia estupenda."
4779,la habitación era bastante pequeña para una habitación triple. no hay rejilla calefactora.
4780,"Nuestra habitación era un poco pequeña y no estaba insonorizada. Estaba claramente indicado en nuestra reserva, por lo que no hay quejas. Pero la próxima vez elegiría una habitación con más espacio e insonorizada porque podíamos escuchar muy bien a los huéspedes de otras habitaciones:"
4782,nada realmente.
4784,"El baño es muy pequeño. La insonorización dentro de las habitaciones es muy pobre, no es tan eficiente."
4787,Las camas eran muy duras.
4789,"La habitación es un poco pequeña, pero teniendo en cuenta el precio, esto no fue un problema."
4790,Internet lento.
4791,"Sala de desayunos demasiado pequeña, camas un poco duras."
4792,realmente estuvo todo muy bueno
4793,bien
4794,"El balcón era muy pequeño, apenas había espacio para 2 sillas."
4795,"Sólo estuve una noche, pero no me ocurre nada negativo."
4796,"un poco ruidoso, no hay luz natural en la habitación a pesar de la vista al patio."
4797,El único problema fue que el aire acondicionado no enfriaba lo suficiente la habitación. Cabe señalar que fue un día sumamente caluroso.
4800,la habitación es pequeña
4801,no hay nevera en la habitación
4802,"El ruido de la calle era bastante fuerte, lo cual no esperábamos."
4803,"Desafortunadamente no hay piscina, pero de todos modos hay pocos hoteles en Valencia con piscina. Las habitaciones dobles estándar son un poco pequeñas pero están perfectamente bien."
4805,sin acondicionador para el cabello. El personal de limpieza hace mucho ruido por la mañana.
4806,un poco mas barato
4807,Es imposible decir lo frustrante que es intentar encontrar este hotel mientras conduce. No hay estacionamiento para dejar el equipaje y solo el estacionamiento de pago no está cerca.
4808,"La habitación era pequeña al igual que el baño, pero estaba bien para pasar un breve descanso. No había leche para las bolsitas de nescafé de las que sólo había dos por día. Había un aviso que decía que se cobrarían sobres adicionales, lo cual me pareció un poco cruel."
4809,nada que disgustar.
4810,nunca probamos el restaurante
4811,"La habitación tenía solo una ventana que daba hacia adentro, por lo que el flujo de aire no era el mejor, lo que dificultaba la respiración. Sin embargo, hay aire acondicionado que hace que el aire sea más fresco."
4813,no hubo nada que no nos gustara
4814,la cama no era la más cómoda
4815,"La habitación era muy pequeña, terminamos con una habitación en forma de triángulo, por lo que era muy pequeña y no podía moverse en ciertas áreas."
4816,La habitación era un poco más pequeña de lo que nos gusta.
4818,Habitación pequeña y sin humo ni siquiera en el balcón.
4819,La habitación económica era un poco pequeña pero estaba bien para un par de noches.
4821,la construcción actual en el hotel.
4822,El baño que tengo en mi habitación. Espero que en otras habitaciones sea más conveniente.
4823,Habitaciones pequeñas obras extremadamente ruidosas.
4824,camas un poco incómodas. habitación un poco pequeña.
4825,la habitación era excepcionalmente pequeña.
4826,habitación doble reservada. consiguió un doble. no apropiado.
4827,baño muy pequeño e incómodo
4828,nada
4830,habitaciones un poco pequeñas!
4831,La habitación es pequeña pero excelente ubicación.
4834,baño pequeño desayuno pobre
4835,"La ventana daba a un pozo oscuro, así que cada vez que quería salir, revisaba el clima y las cámaras de la ciudad, ya que no era posible ver el exterior."
4836,"Limpio, confortable, precio justo."
4837,"Había obras en la habitación de al lado, había un ruido constante que hacía difícil dormir y permanecer dormido toda la noche, no estoy seguro de la causa, pensamos que tal vez era la construcción, pero continuó durante la noche."
4838,"algunas cosas. Nos pusieron en una habitación sin ventanas. Nos colocaron al lado de chicos jóvenes que viajaban y que hacían mucho ruido. Las paredes parecían muy finas y la habitación era ruidosa. Por último, reservamos una habitación con 2 camas, sin embargo, al llegar, el hotel ignoró por completo nuestra reserva y nos dio una cama tamaño queen. Muy frustrado por esto y el hotel ni siquiera se disculpó ni nos mencionó esto al hacer la reserva. ¿Por qué molestarse en hacer una reserva específica cuando ya no se tiene en cuenta?"
