,comentario_general
4294,excepcional
4295,¡excelente!
4296,maravillosa estancia en una excelente ubicación. excelente valor. Nos alojaríamos de nuevo.
4297,Definitivamente me quedaré aquí de nuevo.
4298,Gran hotel en una ubicación muy central.
4299,excepcional
4300,excelente ubicación y excelente desayuno
4301,habitación doble estándar
4302,muy centrico
4303,gran hotel
4304,gran hotel en el corazón de la ciudad.
4305,"Gran estancia, buena relación calidad-precio, excelente ubicación, personal amable y habitación limpia y cómoda."
4307,excepcional
4308,excepcional
4309,"Nos encantó nuestra breve escapada a Valencia y recomendamos encarecidamente una visita a Mestalla, incluso si no te gusta el fútbol."
4310,excepcional
4311,excepcional
4312,Increíble ubicación en el centro de Valencia. personal muy agradable.
4314,perfecto
4315,excepcional
4316,súper recomendado!
4317,excepcional
4318,Ubicación perfecta en el centro de la ciudad de Valencia. Las habitaciones eran preciosas con hermosos geles de ducha.
4319,excelente hotel
4320,Perfecto para la primera visita a Valencia con nuestro hijo.
4321,"No puedo esperar a volver, nuestro lugar favorito, cuando visitamos Valencia."
4323,excepcional
4324,estancia increíble
4326,Me encanta tanto que volveré con mi familia la próxima vez.
4327,Excelente hotel céntrico en la preciosa Valencia.
4328,buen hotel
4329,excepcional
4330,Felizmente me quedaría aquí de nuevo
4331,perfecto
4332,No puedo esperar a volver y me alojaría allí de nuevo en un abrir y cerrar de ojos.
4333,Me encantó este hotel increíble cara sonriendo con estrellas 5 estrellas muchas gracias
4334,podría hacer un poco más de calor por dentro
4335,excepcional
4336,"ubicación, ubicación, ubicación"
4337,"excelente ubicación, personal muy agradable"
4338,una estancia elegante en el centro de valencia
4339,Este hotel es sencillamente fantástico y su ubicación es excelente. personal amable y servicial.
4340,¿Cuándo puedo volver?
4341,Nuestra estancia fue muy agradable. Condujimos en coche desde La Zenia y por la carretera de peaje. Las direcciones que nos diste fueron perfectas.
4342,agradable
4343,genial
4344,"Experiencia increíble, perfeccionó nuestro viaje de compras navideñas."
4345,excepcional
4346,magnífico hotel boutique en un edificio histórico
4348,increíble estancia en la ciudad justo en la plaza del ayuntamiento de valencia
4349,la mejor ubicación posible en el corazón del casco antiguo
4351,"Fue un gran descanso, volveremos."
4352,reserva de última hora después de la cancelación de un vuelo nocturno
4353,limpio buena ubicación
4354,gran lugar para quedarse.
4355,El lugar para alojarse cuando esté en Valencia.
4356,gran estancia en una excelente ubicación
4357,mejor ubicación
4358,"Precioso hotel, excelente ubicación, gran habitación."
4359,excelente hotel
4360,maravilloso
4361,"impresionante, limpio y cálido"
4362,realmente bueno.
4363,excepcional
4364,lugar increíble! Altamente recomendado.
4365,Un hotel fantástico en el mejor lugar de la ciudad.
4366,ubicación increíble!
4367,"En general, una estancia agradable. Excelente ubicación, excelente desayuno y hotel muy limpio."
4368,brillante
4369,excepcional
4370,"bien situado, justo en el corazón de valencia"
4371,excelente
4372,base perfecta para un fin de semana largo
4373,excepcional
4375,Nos encantó y volveríamos.
4376,excelente ubicación central
4377,Ubicación fabulosa en una ciudad singularmente fascinante.
4378,"Excelente ubicación central, fácil acceso al metro, cómodo, limpio y con buena relación calidad-precio."
4380,el mejor hotel de valencia
4384,maravilloso hotel en una hermosa ciudad.
4385,"valencia una ciudad tranquila y hermosa, planeando volver en marzo"
4386,excepcional
4387,gran loxación de propiedad
4388,excepcional
4389,"gran hotel, gran tiempo en valencia"
4390,simplemente encantador
4391,el descanso perfecto
4392,volveremos.
4393,Fácil de encontrar en el centro de la ciudad.
4394,"Hotel perfecto para visitar la ciudad, ¡repetiremos!"
4395,confortable hotel situado en el corazón de valencia.
4396,"Me he alojado aquí numerosas veces durante muchos años. Cada vez ha sido excelente, pero de alguna manera se las arregla para mejorar cada vez."
4397,excepcional
4398,excepcional
4399,Un excelente hotel con vistas increíbles y cerca de todos los lugares de interés del casco antiguo.
4401,gran hotel en una excelente ubicación!
4402,"¡¡Me encantó!! Un poco decepcionado con la cama, pero eso no nos impediría regresar."
4403,excepcional
4404,un gran hotel con la ubicación perfecta.
4405,excelente ubicación
4406,"Gran hotel, se lo recomendaría a cualquiera."
4407,excepcional
4408,¡El hotel perfecto definitivamente regresará!
4409,impresionante
4410,excelente ubicación hotel pequeño actualizado
4411,"La ubicación es increíble, la habitación era pequeña pero perfecta, con todo lo que necesitas, las 2 mejores que hemos visto."
4412,Un pequeño hotel maravilloso con un personal excelente en una excelente ubicación. lo recomendaría altamente
4413,una estancia muy agradable! Recomendaría altamente este hotel.
4414,excepcional
4416,"conveniente, cómodo con un personal al que le encantaba ayudar en todo lo que podía."
4417,estancia perfecta en el centro de valencia
4419,fin de semana de chicas
4420,perfecto
4421,Me gusta la ubicación.
4422,"excelente ubicación, estancia confortable."
4423,excelente ubicación!
4424,Valencia es una ciudad preciosa y fácil de recorrer.
4426,"muy agradable, agradable, excelente ubicación, personal. ciudad."
4427,Me quedaré allí de nuevo. ¡Excelente relación calidad-precio!
4428,"Muy buena relación calidad-precio, vale la pena considerar volver otra vez."
4429,"excelente ubicación, personal agradable."
4430,excepcional
4432,En general disfruté mucho de mi estancia.
4433,100 volvería
4434,Tener ascensor en el casco antiguo es una ventaja y podríamos vivir en una habitación pequeña para la comodidad del hotel.
4435,Ubicación central perfecta y personal servicial.
4436,"¡Base perfecta para explorar, con cómodas habitaciones impecables!"
4437,Alojamiento acogedor en una gran ciudad.
4438,excepcional
4439,encantadora escapada familiar a la ciudad en un hotel fantástico
4440,excelente ubicación!
4442,"habitación cómoda, ubicación central y excelente desayuno"
4443,La propiedad estaba muy limpia y en una excelente ubicación.
4444,hazlo
4445,Sentarse en el balcón para disfrutar de las vistas de la plaza fue lo más destacado de nuestras vacaciones.
4446,excepcional
4447,excepcional
4448,una base excelente para visitar los lugares de interés de la ciudad y para viajes a la playa
4449,"fabuloso hotel en una excelente ubicación central, moderno, limpio y cómodo, agradable estadía nocturna"
4450,que esta fue mi segunda visita - lo dice todo
4452,"la ubicación era magnífica. hermoso hotel, preciosa habitación. personal excepcional"
4453,un gran hotel para una escapada a la ciudad
4454,Ubicación perfecta en una bonita ciudad para explorar.
4455,personal encantador y muy servicial y cortés.
4456,excepcional
4457,un hotel increíble
4458,excelente ubicación.
4459,"La ubicación, la limpieza y la cómoda habitación con una enorme cama tamaño king disfrutaron de nuestra estancia."
4460,excepcional
4462,buen hotel limpio en una ubicación fantástica
4463,todo está bien
4466,cómodo y céntrico
4467,siempre pregunto que esto era el sol
4470,habitación grande y cómoda; excelente ubicación
4471,lujoso hotel céntrico a precio módico
4472,gran hotel que era más como un 4 estrellas
4473,¡Lo recomiendo encarecidamente y definitivamente me quedaré allí de nuevo!
4474,bastante bonito.
4475,excepcional
4476,excepcional
4478,una ubicación perfecta para una escapada a la ciudad de Balencia con 2 niños
4479,excelente ubicación!
4480,un fabuloso hotel en el corazón de valencia
4481,"Impresionante ubicación, excelente personal, servicial y amable."
4482,excepcional
4484,Increíble estancia en un hotel muy equipado y perfectamente ubicado.
4487,el mejor lugar para moverse por valencia
4489,excepcional
4490,"Estancia muy agradable, me alojaría aquí de nuevo, muy cerca de restaurantes, tiendas, etc. Definitivamente al menos un 3 estrellas."
4491,Realmente no puedo pedir más de un hotel en el centro de la ciudad.
4495,excepcional
4496,"Excelente ubicación, personal amable y educado, la habitación estaba limpia y tenía todo lo necesario. Sin duda me alojaría de nuevo!"
4498,excepcional
4499,ubicación perfecta
4500,Lo recomendaría y 100 me alojaría de nuevo.
4502,¡lo más divertido!
4503,hermoso.
4504,excelente
4505,"excelente ubicación, gran hotel."
4506,estancia increíble
4507,una joya en la ciudad.
4508,Hotel moderno extremadamente limpio con personal amable y servicial ¡ubicación increíble! Definitivamente me quedaría de nuevo! que
4509,"Me encantó alojarme aquí en Valencia, muy cerca de todo y no reservaría en ningún otro lugar si volviera a Valencia."
4510,un hotel bellamente elegante en la bulliciosa valencia
4511,Tuvimos una estancia estupenda y realmente disfrutamos de la zona.
4512,excelente hotel
4513,excepcional
4514,muy recomendado
4515,excepcional
4516,Precioso hotel en una hermosa y céntrica ubicación.
4517,bonita
4518,Este hotel debería tener una calificación más alta.
4519,muy cerca de la estación de tren y excelente ubicación
4520,una estancia encantadora rodeada de una arquitectura gloriosa
4521,"La habitación estaba lista a la llegada a las 10.30, lo cual fue una ventaja."
4523,Realmente disfrutamos de nuestra estancia y definitivamente volveremos.
4524,gran hotel para quedarse
4525,"Un par de días fantásticos en Valencia, un clima extremadamente caluroso, pero disfrutamos mucho de nuestra visita."
4526,mejor ubicación
4528,"excelente estancia, 2 habitaciones una doble y una doble"
4529,¡¡impresionante!!
4530,"excelente ubicación, cuesta cada centavo de hotel"
4531,Se lo recomendaría a cualquiera. ¡No dudaría en volver a reservar!
4532,una verdadera joya en una ubicación fabulosa
4533,¡asombroso! lo recomendaría altamente
4534,muy comodo tranquilo
4535,100 satisfechos estancia centro de valencia
4536,excelente ubicación y personal agradable
4537,excepcional
4538,ubicación perfecta en valencia!
4539,excepcional
4540,excelente
4541,Esperamos volver a alojarnos allí.
4542,Gran estancia en el corazón de una ciudad fantástica. Definitivamente visitaré valencia nuevamente.
4543,el mejor lugar para alojarse en valencia
4544,un hotel perfecto!
4545,muy recomendable
4546,Ubicación perfecta y una habitación con suficientes instalaciones.
4547,hermosa valencia
4548,Lo recomendaría altamente.
4550,Excelente ubicación y personal excelente y amable. El hotel estaba bien gestionado.
4552,"Aunque no teníamos aire acondicionado, me quedaría y volvería."
4554,excelente para un breve descanso en el centro histórico
4555,"personal amable y servicial y fácil acceso a pie a muchas atracciones, tiendas y restaurantes"
4556,¡excelente!
4557,Gran lugar para alojarse en una hermosa ciudad.
4560,hotel perfecto en todos los sentidos en una hermosa ciudad
4561,"gran lugar, gran valor"
4562,simplemente perfecto
4563,Muy buen hotel en excelente ubicación en Valencia.
4564,maravilloso
4565,"Excelente ubicación, personal encantador, buen desayuno."
4566,"Muy contento con todo y lo recomendaré, feliz de volver."
4567,"Buen hotel, excelente ubicación y limpieza de la habitación excelente."
4568,fabuloso
4569,Ubicación central fabulosa.
4570,"excelente ubicación para hacer turismo, hacer turismo y comer"
4571,excepcional
4572,"personal amable, muy limpio y muy buena ubicación"
4573,excepcional
4574,maravillosa ciudad
4575,excelente !
4576,valencia tiene todo lo que necesitas para unas estupendas vacaciones.
4577,"Bonita propiedad, cerca de sitios interesantes y buena relación calidad-precio."
